"","XenaHosts","XenaHostNames","XenaCohorts","XenaDatasets","SampleCount","DataSubtype","Label","Type","AnatomicalOrigin","SampleType","Tags","ProbeMap","LongTitle","Citation","Version","Unit","Platform"
"1164","https://gdc.xenahubs.net","gdcHub","GDC TCGA Lower Grade Glioma (LGG)","TCGA-LGG.somaticsniper_snv.tsv",501,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1165","https://gdc.xenahubs.net","gdcHub","GDC TCGA Lower Grade Glioma (LGG)","TCGA-LGG.survival.tsv",533,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-19-2019",NA,NA
"1166","https://gdc.xenahubs.net","gdcHub","GDC TCGA Lower Grade Glioma (LGG)","TCGA-LGG.varscan2_snv.tsv",506,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1167","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.cnv.tsv",290,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1168","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.GDC_phenotype.tsv",381,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1169","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.gistic.tsv",289,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","Gistic2 copy number","Illumina"
"1170","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.htseq_counts.tsv",321,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(count+1)","Illumina"
"1171","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.htseq_fpkm.tsv",321,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm+1)","Illumina"
"1172","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.htseq_fpkm-uq.tsv",321,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm-uq+1)","Illumina"
"1173","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.masked_cnv.tsv",290,"copy number","Masked Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1174","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.methylation27.tsv",21,"DNA methylation","Illumina Human Methylation 27","genomicMatrix","","","","illuminaMethyl27_hg38_GDC",NA,NA,"07-19-2019","beta value","Illumina Human Methylation 27"
"1175","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.methylation450.tsv",321,"DNA methylation","Illumina Human Methylation 450","genomicMatrix","","","","illuminaMethyl450_hg38_GDC",NA,NA,"07-19-2019","beta value","Illumina Human Methylation 450"
"1176","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.mirna.tsv",326,"stem loop expression","miRNA Expression Quantification","genomicMatrix","","","",NA,NA,NA,"07-19-2019","log2(RPM+1)","Illumina"
"1177","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.muse_snv.tsv",281,"somatic mutation (SNPs and small INDELs)","MuSE Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1178","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.mutect2_snv.tsv",281,"somatic mutation (SNPs and small INDELs)","MuTect2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1179","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.somaticsniper_snv.tsv",280,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1180","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.survival.tsv",378,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-19-2019",NA,NA
"1181","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Papillary Cell Carcinoma (KIRP)","TCGA-KIRP.varscan2_snv.tsv",281,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1182","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.cnv.tsv",66,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1183","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.GDC_phenotype.tsv",184,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1184","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.gistic.tsv",66,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","Gistic2 copy number","Illumina"
"1185","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.htseq_counts.tsv",89,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(count+1)","Illumina"
"1186","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.htseq_fpkm.tsv",89,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm+1)","Illumina"
"1187","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.htseq_fpkm-uq.tsv",89,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm-uq+1)","Illumina"
"1188","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.masked_cnv.tsv",66,"copy number","Masked Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1189","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.methylation450.tsv",66,"DNA methylation","Illumina Human Methylation 450","genomicMatrix","","","","illuminaMethyl450_hg38_GDC",NA,NA,"07-19-2019","beta value","Illumina Human Methylation 450"
"1190","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.mirna.tsv",91,"stem loop expression","miRNA Expression Quantification","genomicMatrix","","","",NA,NA,NA,"07-19-2019","log2(RPM+1)","Illumina"
"1191","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.muse_snv.tsv",66,"somatic mutation (SNPs and small INDELs)","MuSE Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1192","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.mutect2_snv.tsv",66,"somatic mutation (SNPs and small INDELs)","MuTect2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1193","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.somaticsniper_snv.tsv",66,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1194","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.survival.tsv",182,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-19-2019",NA,NA
"1195","https://gdc.xenahubs.net","gdcHub","GDC TCGA Kidney Chromophobe (KICH)","TCGA-KICH.varscan2_snv.tsv",66,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1196","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.cnv.tsv",512,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-20-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1197","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.GDC_phenotype.tsv",615,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1198","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.gistic.tsv",512,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-21-2019","Gistic2 copy number","Illumina"
"1199","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.htseq_counts.tsv",568,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-20-2019","log2(count+1)","Illumina"
"1200","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.htseq_fpkm.tsv",568,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-20-2019","log2(fpkm+1)","Illumina"
"1201","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.htseq_fpkm-uq.tsv",568,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-20-2019","log2(fpkm-uq+1)","Illumina"
"1202","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.masked_cnv.tsv",512,"copy number","Masked Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-21-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1203","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.methylation450.tsv",571,"DNA methylation","Illumina Human Methylation 450","genomicMatrix","","","","illuminaMethyl450_hg38_GDC",NA,NA,"07-21-2019","beta value","Illumina Human Methylation 450"
"1204","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.mirna.tsv",573,"stem loop expression","miRNA Expression Quantification","genomicMatrix","","","",NA,NA,NA,"07-20-2019","log2(RPM+1)","Illumina"
"1205","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.muse_snv.tsv",487,"somatic mutation (SNPs and small INDELs)","MuSE Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-21-2019",NA,"Illumina"
"1206","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.mutect2_snv.tsv",492,"somatic mutation (SNPs and small INDELs)","MuTect2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-21-2019",NA,"Illumina"
"1207","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.somaticsniper_snv.tsv",481,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-21-2019",NA,"Illumina"
"1208","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.survival.tsv",614,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-21-2019",NA,NA
"1209","https://gdc.xenahubs.net","gdcHub","GDC TCGA Thyroid Cancer (THCA)","TCGA-THCA.varscan2_snv.tsv",487,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-21-2019",NA,"Illumina"
"1210","https://gdc.xenahubs.net","gdcHub","GDC TARGET-ALL-P3","TARGET-ALL-P3.clinical.tsv",376,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"07-23-2019",NA,NA
"1211","https://gdc.xenahubs.net","gdcHub","GDC TARGET-ALL-P3","TARGET-ALL-P3.htseq_counts.tsv",135,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-23-2019","log2(count+1)","Illumina"
"1212","https://gdc.xenahubs.net","gdcHub","GDC TARGET-ALL-P3","TARGET-ALL-P3.htseq_fpkm.tsv",135,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-23-2019","log2(fpkm+1)","Illumina"
"1213","https://gdc.xenahubs.net","gdcHub","GDC TARGET-ALL-P3","TARGET-ALL-P3.htseq_fpkm-uq.tsv",135,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-23-2019","log2(fpkm-uq+1)","Illumina"
"1214","https://gdc.xenahubs.net","gdcHub","GDC TARGET-ALL-P3","TARGET-ALL-P3.star_counts.tsv",135,"gene expression RNAseq","STAR - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-23-2019","log2(count+1)","Illumina"
"1215","https://gdc.xenahubs.net","gdcHub","GDC TARGET-ALL-P3","TARGET-ALL-P3.survival.tsv",341,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-23-2019",NA,NA
"1216","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.cnv.tsv",378,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1217","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.GDC_phenotype.tsv",469,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1218","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.gistic.tsv",378,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-20-2019","Gistic2 copy number","Illumina"
"1219","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.htseq_counts.tsv",424,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(count+1)","Illumina"
"1220","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.htseq_fpkm.tsv",424,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm+1)","Illumina"
"1221","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.htseq_fpkm-uq.tsv",424,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm-uq+1)","Illumina"
"1222","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.masked_cnv.tsv",378,"copy number","Masked Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1223","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.methylation450.tsv",430,"DNA methylation","Illumina Human Methylation 450","genomicMatrix","","","","illuminaMethyl450_hg38_GDC",NA,NA,"07-20-2019","beta value","Illumina Human Methylation 450"
"1224","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.mirna.tsv",425,"stem loop expression","miRNA Expression Quantification","genomicMatrix","","","",NA,NA,NA,"07-19-2019","log2(RPM+1)","Illumina"
"1225","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.muse_snv.tsv",362,"somatic mutation (SNPs and small INDELs)","MuSE Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1226","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.mutect2_snv.tsv",364,"somatic mutation (SNPs and small INDELs)","MuTect2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1227","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.somaticsniper_snv.tsv",361,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1228","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.survival.tsv",463,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-20-2019",NA,NA
"1229","https://gdc.xenahubs.net","gdcHub","GDC TCGA Liver Cancer (LIHC)","TCGA-LIHC.varscan2_snv.tsv",364,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1230","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.cnv.tsv",524,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1231","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.GDC_phenotype.tsv",612,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1232","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.gistic.tsv",524,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","Gistic2 copy number","Illumina"
"1233","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.htseq_counts.tsv",546,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(count+1)","Illumina"
"1234","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.htseq_fpkm.tsv",546,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm+1)","Illumina"
"1235","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.htseq_fpkm-uq.tsv",546,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm-uq+1)","Illumina"
"1236","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.masked_cnv.tsv",524,"copy number","Masked Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1237","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.methylation450.tsv",580,"DNA methylation","Illumina Human Methylation 450","genomicMatrix","","","","illuminaMethyl450_hg38_GDC",NA,NA,"07-19-2019","beta value","Illumina Human Methylation 450"
"1238","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.mirna.tsv",569,"stem loop expression","miRNA Expression Quantification","genomicMatrix","","","",NA,NA,NA,"07-19-2019","log2(RPM+1)","Illumina"
"1239","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.muse_snv.tsv",506,"somatic mutation (SNPs and small INDELs)","MuSE Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1240","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.mutect2_snv.tsv",508,"somatic mutation (SNPs and small INDELs)","MuTect2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1241","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.somaticsniper_snv.tsv",504,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1242","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.survival.tsv",611,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-19-2019",NA,NA
"1243","https://gdc.xenahubs.net","gdcHub","GDC TCGA Head and Neck Cancer (HNSC)","TCGA-HNSC.varscan2_snv.tsv",506,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1244","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.cnv.tsv",297,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1245","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.GDC_phenotype.tsv",317,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1246","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.gistic.tsv",297,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","Gistic2 copy number","Illumina"
"1247","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.htseq_counts.tsv",309,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(count+1)","Illumina"
"1248","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.htseq_fpkm.tsv",309,"gene expression RNAseq","HTSeq - FPKM","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm+1)","Illumina"
"1249","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.htseq_fpkm-uq.tsv",309,"gene expression RNAseq","HTSeq - FPKM-UQ","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-19-2019","log2(fpkm-uq+1)","Illumina"
"1250","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.masked_cnv.tsv",297,"copy number","Masked Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-19-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1251","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.methylation450.tsv",312,"DNA methylation","Illumina Human Methylation 450","genomicMatrix","","","","illuminaMethyl450_hg38_GDC",NA,NA,"07-19-2019","beta value","Illumina Human Methylation 450"
"1252","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.mirna.tsv",312,"stem loop expression","miRNA Expression Quantification","genomicMatrix","","","",NA,NA,NA,"07-19-2019","log2(RPM+1)","Illumina"
"1253","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.muse_snv.tsv",288,"somatic mutation (SNPs and small INDELs)","MuSE Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1254","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.mutect2_snv.tsv",289,"somatic mutation (SNPs and small INDELs)","MuTect2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1255","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.somaticsniper_snv.tsv",288,"somatic mutation (SNPs and small INDELs)","SomaticSniper Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1256","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.survival.tsv",304,"phenotype","survival data","clinicalMatrix","","","",NA,NA,NA,"07-19-2019",NA,NA
"1257","https://gdc.xenahubs.net","gdcHub","GDC TCGA Cervical Cancer (CESC)","TCGA-CESC.varscan2_snv.tsv",289,"somatic mutation (SNPs and small INDELs)","VarScan2 Variant Aggregation and Masking","mutationVector","","","",NA,NA,NA,"07-19-2019",NA,"Illumina"
"1258","https://gdc.xenahubs.net","gdcHub","GDC TCGA Rectal Cancer (READ)","TCGA-READ.cnv.tsv",166,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-20-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"1259","https://gdc.xenahubs.net","gdcHub","GDC TCGA Rectal Cancer (READ)","TCGA-READ.GDC_phenotype.tsv",192,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
"1260","https://gdc.xenahubs.net","gdcHub","GDC TCGA Rectal Cancer (READ)","TCGA-READ.gistic.tsv",166,"copy number (gene-level)","GISTIC - focal score by gene","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-20-2019","Gistic2 copy number","Illumina"
"1261","https://gdc.xenahubs.net","gdcHub","GDC TCGA Rectal Cancer (READ)","TCGA-READ.htseq_counts.tsv",177,"gene expression RNAseq","HTSeq - Counts","genomicMatrix","","","","gencode.v22.annotation.gene.probeMap",NA,NA,"07-20-2019","log2(count+1)","Illumina"
